dt_zn_c,summer_max_tmp,extreme_hot_days_mean,year
E02000247,22.3067684173584,3.0,2015
E02000248,22.247777938842773,3.000000238418579,2015
E02000249,22.3655948638916,3.0,2015
E02000250,22.319698333740234,3.0,2015
E02000251,22.272550582885742,3.000000238418579,2015
E02000252,22.30698585510254,3.000000238418579,2015
E02000253,22.310379028320312,3.0,2015
E02000254,22.308658599853516,3.0,2015
E02000255,22.270322799682617,3.0,2015
E02000256,22.214685440063477,3.000000238418579,2015
E02000258,22.31671142578125,2.999999761581421,2015
E02000259,22.33530616760254,3.0,2015
E02000260,22.283205032348633,3.0,2015
E02000261,22.458528518676758,2.999999761581421,2015
E02000262,22.365657806396484,3.0,2015
E02000263,22.29680061340332,3.0,2015
E02000264,22.345029830932617,3.0,2015
E02000265,22.299224853515625,3.0,2015
E02000266,22.30624771118164,3.0,2015
E02000267,22.33346176147461,3.0,2015
E02000268,22.32785987854004,3.0,2015
E02000269,22.313966751098633,3.0,2015
E02000270,22.458742141723633,3.0,2015
E02000271,22.50766944885254,2.999999761581421,2015
E02000272,22.332250595092773,2.999999761581421,2015
E02000275,22.254867553710938,3.0,2015
E02000276,22.407146453857422,3.0,2015
E02000277,22.236330032348633,2.0,2015
E02000278,22.18810272216797,2.0,2015
E02000279,22.268104553222656,2.0,2015
E02000280,21.76502799987793,1.2227576971054077,2015
E02000281,22.084915161132812,2.0,2015
E02000282,22.206674575805664,2.0,2015
E02000283,22.251949310302734,2.0,2015
E02000284,21.9858341217041,1.8080224990844727,2015
E02000285,22.12311363220215,2.0,2015
E02000286,21.836868286132812,1.3637768030166626,2015
E02000287,21.56769371032715,1.0,2015
E02000288,22.26372528076172,2.0,2015
E02000289,21.80301856994629,1.1518632173538208,2015
E02000290,22.309309005737305,2.0,2015
E02000291,22.223474502563477,2.0,2015
E02000292,22.261520385742188,2.0,2015
E02000293,22.004823684692383,1.9467480182647705,2015
E02000294,22.359281539916992,2.0,2015
E02000295,21.778614044189453,1.0,2015
E02000296,21.644039154052734,1.0,2015
E02000297,22.223190307617188,2.0,2015
E02000298,21.92104148864746,1.6949748992919922,2015
E02000299,22.382787704467773,2.0,2015
E02000300,22.34705924987793,2.0,2015
E02000301,22.40415382385254,2.0,2015
E02000302,22.196704864501953,2.0402073860168457,2015
E02000303,22.35710906982422,2.205212354660034,2015
E02000304,21.885480880737305,1.29514479637146,2015
E02000305,22.03859519958496,1.7420687675476074,2015
E02000306,22.4224796295166,2.0,2015
E02000307,22.31772804260254,2.529330253601074,2015
E02000308,21.997806549072266,1.7589013576507568,2015
E02000309,22.4338436126709,2.169161796569824,2015
E02000311,22.252656936645508,2.6209628582000732,2015
E02000312,22.125974655151367,2.3247451782226562,2015
E02000313,22.50638198852539,2.0,2015
E02000314,22.484012603759766,1.8427081108093262,2015
E02000315,22.47919273376465,2.0,2015
E02000317,22.349166870117188,2.0,2015
E02000318,22.395689010620117,1.9936906099319458,2015
E02000319,22.30938148498535,1.8377712965011597,2015
E02000320,22.259740829467773,1.845054268836975,2015
E02000321,22.256549835205078,1.8669090270996094,2015
E02000323,22.150787353515625,1.5953985452651978,2015
E02000324,22.238252639770508,2.0,2015
E02000326,22.309730529785156,2.0,2015
E02000327,22.1024169921875,1.5980985164642334,2015
E02000328,22.25004005432129,2.002389430999756,2015
E02000329,21.90789031982422,1.0,2015
E02000331,22.1055908203125,1.8121780157089233,2015
E02000332,21.743122100830078,1.0,2015
E02000333,22.246143341064453,2.0,2015
E02000334,22.099655151367188,1.718635082244873,2015
E02000335,21.959062576293945,1.1552172899246216,2015
E02000337,22.156692504882812,1.7930463552474976,2015
E02000339,21.96581268310547,1.2632153034210205,2015
E02000340,21.98358917236328,1.0,2015
E02000341,22.180856704711914,1.6488009691238403,2015
E02000342,22.063201904296875,1.0,2015
E02000343,21.971323013305664,1.0144033432006836,2015
E02000344,21.935577392578125,1.0,2015
E02000345,22.372989654541016,3.000000238418579,2015
E02000346,22.339618682861328,3.0,2015
E02000347,22.330289840698242,3.000000238418579,2015
E02000348,22.344459533691406,3.0,2015
E02000350,22.377521514892578,3.0,2015
E02000351,22.389406204223633,3.0,2015
E02000352,22.402334213256836,2.999999761581421,2015
E02000353,22.378950119018555,3.0,2015
E02000354,22.422710418701172,3.0,2015
E02000355,22.438766479492188,3.0,2015
E02000356,22.429636001586914,3.000000238418579,2015
E02000357,22.459794998168945,2.974012613296509,2015
E02000358,22.43119239807129,3.0,2015
E02000359,22.435951232910156,3.0,2015
E02000360,22.448759078979492,3.0,2015
E02000361,22.4638729095459,3.0,2015
E02000362,22.453168869018555,3.0,2015
E02000363,22.44930076599121,3.0,2015
E02000364,22.487993240356445,3.0,2015
E02000366,22.46965980529785,3.0,2015
E02000367,22.498546600341797,3.000000238418579,2015
E02000368,22.516387939453125,2.999999761581421,2015
E02000369,22.51866340637207,3.0,2015
E02000370,22.5523681640625,3.0,2015
E02000372,22.38780403137207,3.0,2015
E02000373,22.483598709106445,3.000000238418579,2015
E02000374,22.48890495300293,3.0,2015
E02000375,22.455562591552734,3.0,2015
E02000376,22.480186462402344,2.999999761581421,2015
E02000377,22.497940063476562,3.000000238418579,2015
E02000378,22.454631805419922,3.0,2015
E02000379,22.509078979492188,2.999999761581421,2015
E02000380,22.47736930847168,3.000000238418579,2015
E02000381,22.41788101196289,3.0,2015
E02000382,22.491313934326172,3.0,2015
E02000383,22.41095542907715,3.000000238418579,2015
E02000384,22.394760131835938,3.0,2015
E02000385,22.41471290588379,3.000000238418579,2015
E02000386,22.431245803833008,3.0,2015
E02000387,22.43886947631836,2.999999761581421,2015
E02000388,22.459657669067383,3.0,2015
E02000389,22.444971084594727,3.0,2015
E02000390,22.4478759765625,3.0,2015
E02000391,22.458219528198242,3.0,2015
E02000392,22.4414119720459,3.0,2015
E02000393,22.43623924255371,3.0,2015
E02000394,22.48404312133789,3.0,2015
E02000395,22.449094772338867,3.0,2015
E02000396,22.465286254882812,3.0,2015
E02000397,22.14475440979004,2.9535443782806396,2015
E02000398,22.441463470458984,2.6987862586975098,2015
E02000400,21.9990234375,2.3020124435424805,2015
E02000401,22.30377197265625,3.0,2015
E02000402,22.353355407714844,3.0,2015
E02000403,22.20582389831543,2.999999761581421,2015
E02000404,22.30574607849121,3.0,2015
E02000405,21.959251403808594,1.7890238761901855,2015
E02000406,22.337020874023438,3.0,2015
E02000407,22.368305206298828,3.0,2015
E02000408,22.41744041442871,3.000000238418579,2015
E02000409,22.354887008666992,3.0,2015
E02000410,21.786090850830078,1.1009317636489868,2015
E02000411,22.448802947998047,2.998682975769043,2015
E02000412,22.27887535095215,3.000000238418579,2015
E02000413,21.720298767089844,1.0,2015
E02000414,22.372507095336914,3.000000238418579,2015
E02000415,22.332006454467773,3.000000238418579,2015
E02000416,22.258819580078125,2.999870538711548,2015
E02000417,21.781108856201172,1.6042132377624512,2015
E02000418,22.06907081604004,2.755197286605835,2015
E02000419,22.299604415893555,3.0,2015
E02000420,22.391925811767578,3.0,2015
E02000421,22.4360408782959,3.000000238418579,2015
E02000422,22.40127944946289,3.0,2015
E02000423,22.35381507873535,3.0,2015
E02000424,22.210533142089844,3.0,2015
E02000425,22.468746185302734,3.0,2015
E02000426,21.643247604370117,1.0041543245315552,2015
E02000427,22.2589054107666,2.999999761581421,2015
E02000428,22.42002296447754,3.0,2015
E02000429,21.941259384155273,1.6996248960494995,2015
E02000430,22.205833435058594,2.9749131202697754,2015
E02000431,21.624794006347656,1.0,2015
E02000432,22.234895706176758,3.0,2015
E02000433,21.560998916625977,1.5861529111862183,2015
E02000434,21.97757339477539,2.87666654586792,2015
E02000435,21.81766128540039,2.0962634086608887,2015
E02000436,21.693601608276367,2.3956246376037598,2015
E02000437,21.907155990600586,2.5781946182250977,2015
E02000438,21.88518524169922,3.0,2015
E02000439,22.070789337158203,3.000000238418579,2015
E02000440,22.03631591796875,2.9604735374450684,2015
E02000441,21.59005355834961,2.3563199043273926,2015
E02000442,22.07238006591797,3.0,2015
E02000443,22.03358268737793,2.999999761581421,2015
E02000444,22.14175033569336,3.0,2015
E02000445,22.096187591552734,3.0,2015
E02000447,22.006933212280273,3.000000238418579,2015
E02000448,21.878244400024414,3.000000238418579,2015
E02000449,22.222063064575195,2.999999761581421,2015
E02000451,21.995487213134766,3.0,2015
E02000452,22.07021141052246,3.0,2015
E02000453,22.057615280151367,3.0,2015
E02000454,21.990877151489258,3.0,2015
E02000455,21.99591064453125,2.999999761581421,2015
E02000456,22.056947708129883,2.999999761581421,2015
E02000457,22.083951950073242,3.0,2015
E02000459,22.023509979248047,3.0,2015
E02000460,22.16364288330078,3.0,2015
E02000461,21.875757217407227,2.999999761581421,2015
E02000462,22.129669189453125,2.999999761581421,2015
E02000463,22.218435287475586,3.0,2015
E02000464,21.85922622680664,1.3260139226913452,2015
E02000465,22.016643524169922,1.6756542921066284,2015
E02000466,21.893821716308594,1.4476354122161865,2015
E02000467,22.102872848510742,2.0,2015
E02000468,22.133623123168945,1.874201774597168,2015
E02000469,22.11239242553711,1.9916657209396362,2015
E02000470,22.080398559570312,1.7470451593399048,2015
E02000471,22.19065284729004,2.0,2015
E02000472,22.240995407104492,2.0,2015
E02000473,22.201847076416016,2.0,2015
E02000474,22.322097778320312,2.0,2015
E02000475,22.208438873291016,2.0,2015
E02000476,22.31027603149414,2.0,2015
E02000477,22.238840103149414,2.0,2015
E02000478,22.185274124145508,2.0,2015
E02000479,22.3120174407959,2.0,2015
E02000480,22.382701873779297,2.0,2015
E02000481,22.121990203857422,1.87052583694458,2015
E02000482,22.127111434936523,2.0,2015
E02000483,22.21934700012207,2.0,2015
E02000484,22.34925079345703,2.0,2015
E02000485,22.217342376708984,2.0,2015
E02000486,22.301063537597656,2.0,2015
E02000487,22.18203353881836,1.990606427192688,2015
E02000488,22.30648422241211,2.0,2015
E02000489,22.40054702758789,2.0,2015
E02000490,22.376140594482422,2.0,2015
E02000491,22.432600021362305,1.9832030534744263,2015
E02000492,22.363813400268555,1.85177481174469,2015
E02000493,22.387401580810547,2.0,2015
E02000494,21.458227157592773,1.4913830757141113,2015
E02000495,21.535293579101562,1.7298613786697388,2015
E02000496,21.635665893554688,2.1986913681030273,2015
E02000497,21.764385223388672,2.530369997024536,2015
E02000498,21.76197052001953,2.478266477584839,2015
E02000499,22.001327514648438,2.999999761581421,2015
E02000500,21.91754722595215,2.925393581390381,2015
E02000501,22.08452033996582,3.000000238418579,2015
E02000502,22.174915313720703,3.0,2015
E02000503,22.17603302001953,3.0,2015
E02000504,22.033700942993164,3.0,2015
E02000506,22.0007381439209,3.0,2015
E02000507,22.241195678710938,3.0,2015
E02000508,22.071086883544922,3.0,2015
E02000509,22.060815811157227,3.0,2015
E02000510,22.093299865722656,3.0,2015
E02000511,22.293642044067383,2.999999761581421,2015
E02000512,22.138978958129883,3.0,2015
E02000513,22.363544464111328,3.0,2015
E02000514,22.319791793823242,3.0,2015
E02000515,22.17756462097168,3.0,2015
E02000516,22.33941650390625,2.999999761581421,2015
E02000517,22.202106475830078,3.0,2015
E02000518,22.209440231323242,3.000000238418579,2015
E02000519,22.32086753845215,3.0,2015
E02000520,22.312705993652344,3.0,2015
E02000521,22.388389587402344,3.0,2015
E02000522,22.357471466064453,3.0,2015
E02000523,22.40217399597168,3.0,2015
E02000524,22.431612014770508,3.0,2015
E02000525,22.492300033569336,3.0,2015
E02000526,22.509767532348633,3.0,2015
E02000529,22.23716926574707,3.0,2015
E02000530,22.36473846435547,2.999999761581421,2015
E02000531,22.358612060546875,3.0,2015
E02000532,22.503204345703125,3.0,2015
E02000533,22.526771545410156,3.0,2015
E02000534,22.219919204711914,3.0,2015
E02000535,22.305307388305664,3.0,2015
E02000536,22.191123962402344,3.0,2015
E02000537,22.151987075805664,3.0,2015
E02000538,22.403030395507812,3.0,2015
E02000539,22.156871795654297,3.000000238418579,2015
E02000540,22.131420135498047,3.0,2015
E02000541,22.297813415527344,3.0,2015
E02000542,22.195816040039062,3.000000238418579,2015
E02000543,22.12632179260254,3.0,2015
E02000544,22.124940872192383,2.999999761581421,2015
E02000545,22.129196166992188,3.0,2015
E02000546,22.18790626525879,2.999999761581421,2015
E02000547,22.38290023803711,3.0,2015
E02000548,22.365812301635742,3.0,2015
E02000549,22.177885055541992,3.0,2015
E02000550,22.23800277709961,2.999999761581421,2015
E02000551,22.01458168029785,3.000000238418579,2015
E02000552,22.167238235473633,2.999999761581421,2015
E02000553,21.935691833496094,3.0,2015
E02000554,22.202823638916016,2.6547250747680664,2015
E02000555,22.00103187561035,1.5598533153533936,2015
E02000556,22.331762313842773,3.0,2015
E02000557,22.184572219848633,2.673992395401001,2015
E02000558,22.420284271240234,3.000000238418579,2015
E02000559,22.419803619384766,3.0,2015
E02000560,22.430988311767578,3.0,2015
E02000561,22.32672691345215,3.0,2015
E02000562,22.43909454345703,3.0,2015
E02000563,22.425216674804688,3.0,2015
E02000564,22.477535247802734,3.0,2015
E02000565,22.452362060546875,3.0,2015
E02000566,22.459375381469727,2.999999761581421,2015
E02000567,22.510047912597656,3.0,2015
E02000568,22.50049591064453,3.0,2015
E02000569,22.49542999267578,3.0,2015
E02000570,22.485063552856445,3.0,2015
E02000571,22.549352645874023,3.0,2015
E02000572,22.599008560180664,3.0,2015
E02000573,22.463577270507812,3.0,2015
E02000574,22.546642303466797,3.0,2015
E02000575,22.497873306274414,3.000000238418579,2015
E02000576,22.4908390045166,3.0,2015
E02000577,22.317453384399414,2.999999761581421,2015
E02000578,22.376266479492188,2.999999761581421,2015
E02000579,22.417694091796875,3.0,2015
E02000580,22.345237731933594,3.0,2015
E02000581,22.382503509521484,3.0,2015
E02000582,22.265810012817383,3.0,2015
E02000583,22.332794189453125,3.0,2015
E02000584,22.27022361755371,2.999999761581421,2015
E02000585,22.388154983520508,3.0,2015
E02000586,22.3255558013916,3.0,2015
E02000587,22.340835571289062,3.0,2015
E02000588,22.420475006103516,3.0,2015
E02000589,22.375431060791016,3.000000238418579,2015
E02000590,22.439964294433594,3.0,2015
E02000591,22.400144577026367,2.999999761581421,2015
E02000592,22.406373977661133,3.0,2015
E02000593,22.408252716064453,2.999999761581421,2015
E02000594,22.49397087097168,3.0,2015
E02000595,22.46564483642578,3.000000238418579,2015
E02000596,22.444053649902344,3.0,2015
E02000597,22.45915985107422,3.0,2015
E02000598,22.155961990356445,3.0,2015
E02000599,22.070280075073242,2.776578187942505,2015
E02000600,22.041858673095703,2.932957410812378,2015
E02000601,22.156930923461914,3.0,2015
E02000602,22.138120651245117,3.0,2015
E02000603,22.15355682373047,3.0,2015
E02000604,22.191007614135742,3.0,2015
E02000605,22.17545509338379,3.0,2015
E02000606,22.11664581298828,2.999999761581421,2015
E02000607,22.10285758972168,3.0,2015
E02000608,22.069292068481445,3.0,2015
E02000609,22.166732788085938,3.0,2015
E02000610,22.018465042114258,3.0,2015
E02000611,22.124048233032227,3.000000238418579,2015
E02000612,22.18584632873535,2.9516732692718506,2015
E02000613,22.028343200683594,2.927316904067993,2015
E02000614,22.088973999023438,2.8332154750823975,2015
E02000615,21.945219039916992,2.2530322074890137,2015
E02000616,21.908306121826172,1.5816590785980225,2015
E02000617,21.809553146362305,1.2168976068496704,2015
E02000619,22.487010955810547,3.0,2015
E02000620,22.488815307617188,2.999999761581421,2015
E02000621,22.489839553833008,3.0,2015
E02000622,22.49774742126465,3.0,2015
E02000623,22.473398208618164,3.0,2015
E02000624,22.468067169189453,2.999999761581421,2015
E02000625,22.487289428710938,3.0,2015
E02000626,22.449840545654297,3.0,2015
E02000627,22.417388916015625,3.0,2015
E02000628,22.4199161529541,3.0,2015
E02000629,22.412391662597656,3.0,2015
E02000630,22.397592544555664,2.999999761581421,2015
E02000631,22.297563552856445,3.0,2015
E02000632,22.342023849487305,3.0,2015
E02000633,22.348894119262695,3.0,2015
E02000634,22.35024642944336,3.0,2015
E02000635,22.30573272705078,2.8290882110595703,2015
E02000636,22.327688217163086,3.000000238418579,2015
E02000637,22.224929809570312,2.7567851543426514,2015
E02000638,22.157272338867188,2.4922337532043457,2015
E02000639,22.178037643432617,2.495413303375244,2015
E02000640,22.283885955810547,2.9991462230682373,2015
E02000641,22.13100814819336,2.122084856033325,2015
E02000642,22.1622314453125,2.4242048263549805,2015
E02000643,22.03888511657715,1.6093156337738037,2015
E02000644,22.01554298400879,1.7092372179031372,2015
E02000645,22.043617248535156,1.7180454730987549,2015
E02000646,22.08514404296875,2.2006399631500244,2015
E02000647,21.905881881713867,1.3270089626312256,2015
E02000648,21.901443481445312,1.0210069417953491,2015
E02000649,22.103633880615234,2.487231969833374,2015
E02000650,21.80622100830078,1.0285192728042603,2015
E02000651,22.074600219726562,1.2983578443527222,2015
E02000652,22.193527221679688,2.8153865337371826,2015
E02000653,22.552066802978516,3.0,2015
E02000654,22.531782150268555,3.0,2015
E02000655,22.535511016845703,3.0,2015
E02000657,22.39657211303711,2.9531774520874023,2015
E02000658,22.434600830078125,2.965366840362549,2015
E02000659,22.313827514648438,2.3050973415374756,2015
E02000660,22.40934944152832,2.5070462226867676,2015
E02000661,22.28925132751465,2.0213563442230225,2015
E02000662,22.29941749572754,2.2352986335754395,2015
E02000663,22.307668685913086,2.099792957305908,2015
E02000665,22.356353759765625,2.1124632358551025,2015
E02000666,22.347064971923828,2.436721086502075,2015
E02000667,22.289840698242188,2.109243869781494,2015
E02000668,22.33784294128418,1.954161286354065,2015
E02000669,22.299739837646484,2.0237979888916016,2015
E02000670,22.3133544921875,2.0495169162750244,2015
E02000671,22.14669418334961,2.0,2015
E02000672,22.325496673583984,2.225393295288086,2015
